registro_id,proyecto_id,proyecto,departamento,empleado_id,empleado,rol,fecha,tarea,horas,tarifa_hora,costo,presupuesto
223,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,21/01/2026,Documentacion,3.7,220,814,95000
224,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,23/01/2026,Correccion de bugs,4.1,220,902,95000
225,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,23/01/2026,Correccion de bugs,3,235,705,95000
226,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,27/01/2026,Correccion de bugs,0.5,235,117.5,95000
227,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,28/01/2026,Pruebas,4.1,235,963.5,95000
228,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,05/02/2026,Documentacion,4.1,240,984,95000
229,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,05/02/2026,Desarrollo frontend,6.4,240,1536,95000
230,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,09/02/2026,Pruebas,2.9,235,681.5,95000
231,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,10/02/2026,Desarrollo frontend,5.7,235,1339.5,95000
232,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,11/02/2026,Diseño BD,5.8,240,1392,95000
233,3,Reporteador Financiero,Finanzas,5,Marisol Vega,QA,13/02/2026,Analisis,4.1,170,697,95000
234,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,16/02/2026,Pruebas,1.7,240,408,95000
235,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,20/02/2026,Despliegue,2.7,220,594,95000
236,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,23/02/2026,Correccion de bugs,6.5,220,1430,95000
237,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,25/02/2026,Pruebas,2.8,235,658,95000
238,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,25/02/2026,Pruebas,5,235,1175,95000
239,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,25/02/2026,Analisis,2.5,240,600,95000
240,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,25/02/2026,Desarrollo backend,4.6,240,1104,95000
241,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,26/02/2026,Diseño BD,5,235,1175,95000
242,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,02/03/2026,Diseño BD,5.9,235,1386.5,95000
243,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,04/03/2026,Analisis,0.5,240,120,95000
244,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,04/03/2026,Reunion,6.6,235,1551,95000
245,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,05/03/2026,Despliegue,4.7,240,1128,95000
246,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,05/03/2026,Correccion de bugs,7.7,235,1809.5,95000
247,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,05/03/2026,Reunion,2.9,240,696,95000
248,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,09/03/2026,Correccion de bugs,4,235,940,95000
249,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,12/03/2026,Documentacion,7.7,240,1848,95000
250,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,13/03/2026,Pruebas,2.8,220,616,95000
251,3,Reporteador Financiero,Finanzas,5,Marisol Vega,QA,16/03/2026,Despliegue,5.3,170,901,95000
252,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,18/03/2026,Despliegue,5.6,235,1316,95000
253,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,19/03/2026,Analisis,5.1,240,1224,95000
254,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,24/03/2026,Documentacion,4.7,220,1034,95000
255,3,Reporteador Financiero,Finanzas,5,Marisol Vega,QA,24/03/2026,Reunion,7.5,170,1275,95000
256,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,24/03/2026,Diseño BD,6.9,220,1518,95000
257,3,Reporteador Financiero,Finanzas,5,Marisol Vega,QA,31/03/2026,Documentacion,4.5,170,765,95000
258,3,Reporteador Financiero,Finanzas,5,Marisol Vega,QA,01/04/2026,Despliegue,2.5,170,425,95000
259,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,01/04/2026,Pruebas,2.2,220,484,95000
260,3,Reporteador Financiero,Finanzas,5,Marisol Vega,QA,07/04/2026,Documentacion,4.4,170,748,95000
261,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,07/04/2026,Documentacion,4.5,240,1080,95000
262,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,07/04/2026,Diseño BD,4.6,220,1012,95000
263,3,Reporteador Financiero,Finanzas,5,Marisol Vega,QA,08/04/2026,Documentacion,4.2,170,714,95000
264,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,09/04/2026,Desarrollo frontend,2.2,220,484,95000
265,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,10/04/2026,Documentacion,1.3,220,286,95000
266,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,13/04/2026,Despliegue,6.3,235,1480.5,95000
267,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,14/04/2026,Despliegue,4.6,220,1012,95000
268,3,Reporteador Financiero,Finanzas,5,Marisol Vega,QA,16/04/2026,Reunion,2.5,170,425,95000
269,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,17/04/2026,Reunion,6.8,235,1598,95000
270,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,22/04/2026,Diseño BD,4.3,240,1032,95000
271,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,24/04/2026,Desarrollo frontend,4.9,240,1176,95000
272,3,Reporteador Financiero,Finanzas,5,Marisol Vega,QA,24/04/2026,Desarrollo frontend,3.5,170,595,95000
273,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,28/04/2026,Desarrollo frontend,3.4,235,799,95000
274,3,Reporteador Financiero,Finanzas,5,Marisol Vega,QA,01/05/2026,Pruebas,3.8,170,646,95000
275,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,01/05/2026,Diseño BD,2.4,235,564,95000
276,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,06/05/2026,Correccion de bugs,7.1,235,1668.5,95000
277,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,08/05/2026,Correccion de bugs,2.4,240,576,95000
278,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,12/05/2026,Documentacion,1.1,240,264,95000
279,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,13/05/2026,Desarrollo frontend,4.3,220,946,95000
280,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,14/05/2026,Correccion de bugs,0.5,240,120,95000
281,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,19/05/2026,Documentacion,2.5,235,587.5,95000
282,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,25/05/2026,Pruebas,3.1,220,682,95000
283,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,02/06/2026,Analisis,7.1,240,1704,95000
284,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,02/06/2026,Correccion de bugs,3.9,240,936,95000
285,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,04/06/2026,Desarrollo frontend,7.7,220,1694,95000
286,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,08/06/2026,Desarrollo frontend,4.7,240,1128,95000
287,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,08/06/2026,Documentacion,6,235,1410,95000
288,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,08/06/2026,Pruebas,6.2,220,1364,95000
289,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,09/06/2026,Pruebas,6.1,235,1433.5,95000
290,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,10/06/2026,Desarrollo backend,5,240,1200,95000
291,3,Reporteador Financiero,Finanzas,5,Marisol Vega,QA,11/06/2026,Diseño BD,5.3,170,901,95000
292,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,12/06/2026,Diseño BD,5.7,235,1339.5,95000
293,3,Reporteador Financiero,Finanzas,1,Ana Torres,Backend,19/06/2026,Analisis,4.4,220,968,95000
294,3,Reporteador Financiero,Finanzas,5,Marisol Vega,QA,22/06/2026,Correccion de bugs,3.3,170,561,95000
295,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,22/06/2026,Diseño BD,3.8,235,893,95000
296,3,Reporteador Financiero,Finanzas,4,Jorge Peña,Data/ML,24/06/2026,Analisis,4.4,240,1056,95000
297,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,24/06/2026,Pruebas,5.8,235,1363,95000
298,3,Reporteador Financiero,Finanzas,8,Hector Ibarra,Data/ML,26/06/2026,Desarrollo backend,1.1,235,258.5,95000
299,3,Reporteador Financiero,Finanzas,5,Marisol Vega,QA,26/06/2026,Desarrollo backend,4.1,170,697,95000
300,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,05/01/2026,Diseño BD,7,235,1645,100000
301,4,App Inventarios,Almacen,5,Marisol Vega,QA,08/01/2026,Desarrollo backend,7.8,170,1326,100000
302,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,09/01/2026,Correccion de bugs,6.1,235,1433.5,100000
303,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,12/01/2026,Documentacion,6.7,190,1273,100000
304,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,14/01/2026,Despliegue,4.9,235,1151.5,100000
305,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,15/01/2026,Correccion de bugs,5.2,235,1222,100000
306,4,App Inventarios,Almacen,5,Marisol Vega,QA,16/01/2026,Despliegue,1.8,170,306,100000
307,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,19/01/2026,Correccion de bugs,3,235,705,100000
308,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,20/01/2026,Documentacion,7,235,1645,100000
309,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,21/01/2026,Documentacion,4.5,235,1057.5,100000
310,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,21/01/2026,Pruebas,7.4,190,1406,100000
311,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,22/01/2026,Desarrollo frontend,5.4,190,1026,100000
312,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,22/01/2026,Despliegue,2.5,190,475,100000
313,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,22/01/2026,Analisis,7.8,190,1482,100000
314,4,App Inventarios,Almacen,5,Marisol Vega,QA,26/01/2026,Pruebas,4,170,680,100000
315,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,26/01/2026,Desarrollo frontend,7,235,1645,100000
316,4,App Inventarios,Almacen,5,Marisol Vega,QA,27/01/2026,Desarrollo backend,2.6,170,442,100000
317,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,27/01/2026,Documentacion,1.9,190,361,100000
318,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,28/01/2026,Documentacion,6.6,190,1254,100000
319,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,29/01/2026,Diseño BD,5.8,235,1363,100000
320,4,App Inventarios,Almacen,5,Marisol Vega,QA,02/02/2026,Desarrollo backend,5.6,170,952,100000
321,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,02/02/2026,Correccion de bugs,4,190,760,100000
322,4,App Inventarios,Almacen,5,Marisol Vega,QA,02/02/2026,Reunion,6.1,170,1037,100000
323,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,02/02/2026,Desarrollo frontend,6.9,190,1311,100000
324,4,App Inventarios,Almacen,5,Marisol Vega,QA,04/02/2026,Documentacion,5.1,170,867,100000
325,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,04/02/2026,Pruebas,4.7,235,1104.5,100000
326,4,App Inventarios,Almacen,5,Marisol Vega,QA,04/02/2026,Reunion,5.5,170,935,100000
327,4,App Inventarios,Almacen,5,Marisol Vega,QA,05/02/2026,Desarrollo frontend,7,170,1190,100000
328,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,09/02/2026,Diseño BD,5.1,190,969,100000
329,4,App Inventarios,Almacen,5,Marisol Vega,QA,11/02/2026,Documentacion,7.4,170,1258,100000
330,4,App Inventarios,Almacen,5,Marisol Vega,QA,13/02/2026,Diseño BD,2.9,170,493,100000
331,4,App Inventarios,Almacen,5,Marisol Vega,QA,16/02/2026,Despliegue,1.9,170,323,100000
332,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,16/02/2026,Despliegue,3.4,190,646,100000
333,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,17/02/2026,Desarrollo backend,4.9,190,931,100000
334,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,17/02/2026,Reunion,5.1,190,969,100000
335,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,19/02/2026,Diseño BD,5.6,190,1064,100000
336,4,App Inventarios,Almacen,5,Marisol Vega,QA,23/02/2026,Reunion,3.8,170,646,100000
337,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,25/02/2026,Desarrollo backend,5.6,190,1064,100000
338,4,App Inventarios,Almacen,5,Marisol Vega,QA,25/02/2026,Desarrollo frontend,6.6,170,1122,100000
339,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,26/02/2026,Reunion,5.4,235,1269,100000
340,4,App Inventarios,Almacen,5,Marisol Vega,QA,03/03/2026,Desarrollo frontend,4.5,170,765,100000
341,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,03/03/2026,Desarrollo frontend,6,235,1410,100000
342,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,04/03/2026,Reunion,2.8,190,532,100000
343,4,App Inventarios,Almacen,5,Marisol Vega,QA,06/03/2026,Pruebas,5.9,170,1003,100000
344,4,App Inventarios,Almacen,5,Marisol Vega,QA,06/03/2026,Correccion de bugs,3,170,510,100000
345,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,09/03/2026,Correccion de bugs,2.8,190,532,100000
346,4,App Inventarios,Almacen,5,Marisol Vega,QA,10/03/2026,Desarrollo backend,2.3,170,391,100000
347,4,App Inventarios,Almacen,5,Marisol Vega,QA,10/03/2026,Reunion,8.9,170,1513,100000
348,4,App Inventarios,Almacen,5,Marisol Vega,QA,12/03/2026,Documentacion,7.1,170,1207,100000
349,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,13/03/2026,Desarrollo backend,4.7,235,1104.5,100000
350,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,16/03/2026,Documentacion,5.2,190,988,100000
351,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,16/03/2026,Despliegue,8.1,190,1539,100000
352,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,17/03/2026,Pruebas,5.5,190,1045,100000
353,4,App Inventarios,Almacen,5,Marisol Vega,QA,17/03/2026,Despliegue,8.9,170,1513,100000
354,4,App Inventarios,Almacen,5,Marisol Vega,QA,17/03/2026,Diseño BD,5.1,170,867,100000
355,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,19/03/2026,Desarrollo frontend,2,190,380,100000
356,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,20/03/2026,Desarrollo frontend,4.9,190,931,100000
357,4,App Inventarios,Almacen,5,Marisol Vega,QA,24/03/2026,Documentacion,3.4,170,578,100000
358,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,24/03/2026,Documentacion,6.1,235,1433.5,100000
359,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,24/03/2026,Despliegue,4.6,190,874,100000
360,4,App Inventarios,Almacen,5,Marisol Vega,QA,30/03/2026,Reunion,4.8,170,816,100000
361,4,App Inventarios,Almacen,5,Marisol Vega,QA,31/03/2026,Despliegue,5.7,170,969,100000
362,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,03/04/2026,Desarrollo backend,3.4,190,646,100000
363,4,App Inventarios,Almacen,5,Marisol Vega,QA,06/04/2026,Reunion,4.8,170,816,100000
364,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,06/04/2026,Reunion,8.4,235,1974,100000
365,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,07/04/2026,Reunion,7.9,190,1501,100000
366,4,App Inventarios,Almacen,5,Marisol Vega,QA,07/04/2026,Diseño BD,6.5,170,1105,100000
367,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,07/04/2026,Analisis,5.4,235,1269,100000
368,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,08/04/2026,Correccion de bugs,5.8,235,1363,100000
369,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,08/04/2026,Despliegue,8.5,235,1997.5,100000
370,4,App Inventarios,Almacen,5,Marisol Vega,QA,10/04/2026,Diseño BD,7.2,170,1224,100000
371,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,14/04/2026,Pruebas,5.1,235,1198.5,100000
372,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,16/04/2026,Desarrollo backend,5.8,190,1102,100000
373,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,16/04/2026,Diseño BD,6.4,235,1504,100000
374,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,20/04/2026,Analisis,6.6,190,1254,100000
375,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,21/04/2026,Desarrollo frontend,5.1,190,969,100000
376,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,22/04/2026,Desarrollo frontend,4,190,760,100000
377,4,App Inventarios,Almacen,5,Marisol Vega,QA,22/04/2026,Diseño BD,4.1,170,697,100000
378,4,App Inventarios,Almacen,5,Marisol Vega,QA,28/04/2026,Pruebas,2.9,170,493,100000
379,4,App Inventarios,Almacen,5,Marisol Vega,QA,07/05/2026,Despliegue,7,170,1190,100000
380,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,08/05/2026,Desarrollo backend,8.5,190,1615,100000
381,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,11/05/2026,Reunion,4.3,235,1010.5,100000
382,4,App Inventarios,Almacen,5,Marisol Vega,QA,12/05/2026,Desarrollo frontend,7.6,170,1292,100000
383,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,13/05/2026,Diseño BD,3.5,235,822.5,100000
384,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,13/05/2026,Desarrollo frontend,7.1,235,1668.5,100000
385,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,14/05/2026,Diseño BD,6.3,235,1480.5,100000
386,4,App Inventarios,Almacen,5,Marisol Vega,QA,18/05/2026,Despliegue,4.8,170,816,100000
387,4,App Inventarios,Almacen,5,Marisol Vega,QA,19/05/2026,Diseño BD,3.5,170,595,100000
388,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,19/05/2026,Correccion de bugs,4.7,190,893,100000
389,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,20/05/2026,Correccion de bugs,0.6,190,114,100000
390,4,App Inventarios,Almacen,5,Marisol Vega,QA,27/05/2026,Correccion de bugs,2.4,170,408,100000
391,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,28/05/2026,Desarrollo backend,1.8,190,342,100000
392,4,App Inventarios,Almacen,5,Marisol Vega,QA,29/05/2026,Desarrollo frontend,3,170,510,100000
393,4,App Inventarios,Almacen,5,Marisol Vega,QA,29/05/2026,Reunion,4.8,170,816,100000
394,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,01/06/2026,Documentacion,2.4,190,456,100000
395,4,App Inventarios,Almacen,5,Marisol Vega,QA,01/06/2026,Desarrollo backend,2.7,170,459,100000
396,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,01/06/2026,Diseño BD,1.6,190,304,100000
397,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,02/06/2026,Desarrollo frontend,5.2,190,988,100000
398,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,02/06/2026,Documentacion,2.1,235,493.5,100000
399,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,05/06/2026,Reunion,7,235,1645,100000
400,4,App Inventarios,Almacen,5,Marisol Vega,QA,05/06/2026,Reunion,2,170,340,100000
401,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,08/06/2026,Documentacion,5.6,190,1064,100000
402,4,App Inventarios,Almacen,5,Marisol Vega,QA,10/06/2026,Despliegue,7.3,170,1241,100000
403,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,10/06/2026,Correccion de bugs,7.4,235,1739,100000
404,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,17/06/2026,Desarrollo backend,10,190,1900,100000
405,4,App Inventarios,Almacen,5,Marisol Vega,QA,17/06/2026,Reunion,9,170,1530,100000
406,4,App Inventarios,Almacen,5,Marisol Vega,QA,17/06/2026,Pruebas,2.1,170,357,100000
407,4,App Inventarios,Almacen,5,Marisol Vega,QA,19/06/2026,Diseño BD,4.3,170,731,100000
408,4,App Inventarios,Almacen,8,Hector Ibarra,Data/ML,19/06/2026,Desarrollo backend,3.3,235,775.5,100000
409,4,App Inventarios,Almacen,5,Marisol Vega,QA,19/06/2026,Analisis,10,170,1700,100000
410,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,24/06/2026,Despliegue,7.6,190,1444,100000
411,4,App Inventarios,Almacen,3,Carla Ruiz,Frontend,25/06/2026,Despliegue,4,190,760,100000
412,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,08/01/2026,Reunion,1.2,170,204,60000
413,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,12/01/2026,Desarrollo backend,6.2,235,1457,60000
414,5,Migracion Sicoin Plus,Sistemas,7,Paola Cruz,Frontend,13/01/2026,Desarrollo frontend,3.1,195,604.5,60000
415,5,Migracion Sicoin Plus,Sistemas,1,Ana Torres,Backend,14/01/2026,Pruebas,5.4,220,1188,60000
416,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,19/01/2026,Desarrollo backend,7,235,1645,60000
417,5,Migracion Sicoin Plus,Sistemas,7,Paola Cruz,Frontend,21/01/2026,Diseño BD,6.3,195,1228.5,60000
418,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,21/01/2026,Reunion,5.9,235,1386.5,60000
419,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,23/01/2026,Reunion,4.3,235,1010.5,60000
420,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,26/01/2026,Analisis,5.7,235,1339.5,60000
421,5,Migracion Sicoin Plus,Sistemas,1,Ana Torres,Backend,27/01/2026,Reunion,7.3,220,1606,60000
422,5,Migracion Sicoin Plus,Sistemas,1,Ana Torres,Backend,28/01/2026,Correccion de bugs,3.8,220,836,60000
423,5,Migracion Sicoin Plus,Sistemas,6,Diego Salinas,Backend,03/02/2026,Documentacion,7.2,215,1548,60000
424,5,Migracion Sicoin Plus,Sistemas,6,Diego Salinas,Backend,06/02/2026,Analisis,7.4,215,1591,60000
425,5,Migracion Sicoin Plus,Sistemas,6,Diego Salinas,Backend,06/02/2026,Analisis,6.6,215,1419,60000
426,5,Migracion Sicoin Plus,Sistemas,6,Diego Salinas,Backend,10/02/2026,Pruebas,0.9,215,193.5,60000
427,5,Migracion Sicoin Plus,Sistemas,6,Diego Salinas,Backend,11/02/2026,Analisis,8,215,1720,60000
428,5,Migracion Sicoin Plus,Sistemas,6,Diego Salinas,Backend,24/02/2026,Despliegue,4.5,215,967.5,60000
429,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,02/03/2026,Documentacion,7.7,170,1309,60000
430,5,Migracion Sicoin Plus,Sistemas,7,Paola Cruz,Frontend,02/03/2026,Diseño BD,3.8,195,741,60000
431,5,Migracion Sicoin Plus,Sistemas,1,Ana Torres,Backend,02/03/2026,Pruebas,6,220,1320,60000
432,5,Migracion Sicoin Plus,Sistemas,7,Paola Cruz,Frontend,06/03/2026,Correccion de bugs,5.3,195,1033.5,60000
433,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,11/03/2026,Documentacion,4.6,235,1081,60000
434,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,11/03/2026,Pruebas,0.5,235,117.5,60000
435,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,13/03/2026,Pruebas,4,170,680,60000
436,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,16/03/2026,Correccion de bugs,2.7,170,459,60000
437,5,Migracion Sicoin Plus,Sistemas,1,Ana Torres,Backend,16/03/2026,Desarrollo frontend,6.2,220,1364,60000
438,5,Migracion Sicoin Plus,Sistemas,1,Ana Torres,Backend,17/03/2026,Analisis,5.9,220,1298,60000
439,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,19/03/2026,Desarrollo backend,5.5,235,1292.5,60000
440,5,Migracion Sicoin Plus,Sistemas,6,Diego Salinas,Backend,20/03/2026,Pruebas,4.1,215,881.5,60000
441,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,23/03/2026,Pruebas,10,235,2350,60000
442,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,25/03/2026,Despliegue,3.5,170,595,60000
443,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,26/03/2026,Documentacion,4.9,170,833,60000
444,5,Migracion Sicoin Plus,Sistemas,7,Paola Cruz,Frontend,26/03/2026,Pruebas,8,195,1560,60000
445,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,31/03/2026,Diseño BD,9.3,170,1581,60000
446,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,01/04/2026,Diseño BD,2.6,170,442,60000
447,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,06/04/2026,Desarrollo frontend,5.2,170,884,60000
448,5,Migracion Sicoin Plus,Sistemas,7,Paola Cruz,Frontend,07/04/2026,Correccion de bugs,5.3,195,1033.5,60000
449,5,Migracion Sicoin Plus,Sistemas,7,Paola Cruz,Frontend,15/04/2026,Despliegue,4.1,195,799.5,60000
450,5,Migracion Sicoin Plus,Sistemas,1,Ana Torres,Backend,15/04/2026,Diseño BD,8.5,220,1870,60000
451,5,Migracion Sicoin Plus,Sistemas,8,Hector Ibarra,Data/ML,16/04/2026,Pruebas,2.6,235,611,60000
452,5,Migracion Sicoin Plus,Sistemas,6,Diego Salinas,Backend,16/04/2026,Pruebas,5.1,215,1096.5,60000
453,5,Migracion Sicoin Plus,Sistemas,6,Diego Salinas,Backend,22/04/2026,Desarrollo backend,6.9,215,1483.5,60000
454,5,Migracion Sicoin Plus,Sistemas,5,Marisol Vega,QA,24/04/2026,Correccion de bugs,5.5,170,935,60000
455,5,Migracion Sicoin Plus,Sistemas,7,Paola Cruz,Frontend,28/04/2026,Diseño BD,5.8,195,1131,60000
456,5,Migracion Sicoin Plus,Sistemas,7,Paola Cruz,Frontend,30/04/2026,Analisis,5.3,195,1033.5,60000
